Mcode,Dist,Picture,Format,Rtg,Rel Date,Prod Co,Domestic   Gross,International   Gross,Worldwide   Gross,Dom   Locs,Opng Wknd   Gross,Wknd   Days,Wknd   Multi,Wk   Multi,Run-  time,Genre,TM,CS,Pattern,Desc
19971482,WB,Heart Beat,,R,01/18/80,ORI,"$953,433",,"$953,433",18,"$74,303",3,,,1:49,"Drama, Bio",,,Limited,
20071309,QF,To Forget Venice,,,01/28/80,,,,,,,3,,,,"Art/For, Drama",,,Exclusive,
20005442,PAR,American Gigolo,,R,02/01/80,,"$22,743,674",,"$22,743,674",570,"$22,743,674",3,1.00,1.00,1:55,Drama,,,Wide,
20005160,FOX,Fatso,,PG,02/01/80,,"$8,096,661",,"$8,096,661",,,3,,,1:33,Comedy,,,Not Set,
20000211,UA,Cruising,,R,02/08/80,,"$34,573",,"$34,573",,,3,,,1:46,Drama,59,,Not Set,
19922121,WB,Just Tell Me What You Want,,R,02/08/80,,"$3,904,167",,"$3,904,167",49,"$197,230",3,,,1:52,Comedy,,,Limited,
19987598,WB,Ninth Configuration,,R,02/08/80,,"$604,057",,"$604,057",5,"$71,961",3,,,,Drama,,,Not Set,
19987578,WB,Simon - 1980,,PG,02/29/80,ORI,"$6,500,000",,"$6,500,000",1,"$33,350",3,,,1:40,Comedy,,,Exclusive,
19996019,UNI,Coal Miner's Daughter,,PG,03/07/80,,"$78,059,840",,"$78,059,840",437,,3,,,2:05,Bio,,,Limited,
19987581,WB,Die Laughing,,PG,03/28/80,ORI,"$3,500,000",,"$3,500,000",100,"$224,701",3,,,1:48,Comedy,,,Limited,
19921906,WB,Gilda Live,,R,03/28/80,,"$2,261,507",,"$2,261,507",59,"$344,234",3,,,1:30,"Comedy, Doc",,,Limited,
19987580,WB,Tom Horn,,R,03/28/80,,"$9,680,000",,"$9,680,000",407,"$1,242,844",3,,,1:38,Western,,,Not Set,
19987579,WB,When Time Ran Out,,PG,03/28/80,,"$4,122,000",,"$4,122,000",675,"$1,400,994",3,2.90,1.00,2:01,Act/Adv,,,Wide,
20071562,SON,Touched By Love,,PG,04/01/80,,,,,,,3,,,1:34,Drama,,,Wide,
20072239,PAR,Breaking Glass,,,05/01/80,,,,,,,3,,,1:44,Music,,,Wide,
19940878,PAR,Friday The 13th,,R,05/09/80,,"$39,754,601",,"$39,754,601",1129,"$5,712,750",3,7.00,7.00,1:35,Horror,61,,Wide,
20034424,AIP,Mad Max,,R,05/09/80,,"$8,750,000","$14,495,972","$23,245,972",,,3,,,1:55,"Act/Adv, Sci/Fant",90,,Exclusive,LA
19996641,NW,Breaker Morant,,NR,05/16/80,,,,,,,3,,,1:47,Drama,,,Not Set,
19996031,MGM,Fame - 1980,,PG,05/16/80,,"$21,202,829",,"$21,202,829",3,"$118,160",3,,,2:14,"Drama, Music",,,Exclusive,
19941352,FOX,"Empire Strikes Back, The",,PG,05/21/80,,"$293,925,532","$247,900,000","$541,825,532",126,"$6,415,804",3,45.80,45.80,2:04,"Sci/Fant, Act/Adv",95,,Wide,
19922708,WB,"Shining, The",,R,05/23/80,,"$45,764,065","$16,642,098","$62,406,163",10,"$622,337",4,,,2:26,"Horror, Drama, Susp/Th",0,,Exclusive,
